city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
sj,1996,27,1996-07-01,0.142294,0.07375,0.221783,0.183433,6.01,299.581429,299.685714,295.834286,301.5,297.5,23.9,80.061429,6.01,17.211429,1.971429,27.942857,6.371429,32.2,24.4,5.9
sj,1996,28,1996-07-08,0.057633,0.07825,0.164117,0.168033,24.35,299.734286,299.835714,296.341429,302,297.9,35.23,81.835714,24.35,17.764286,2.242857,28.014286,6.371429,32.8,23.3,43.5
sj,1996,29,1996-07-15,0.1121,0.095425,0.167429,0.164543,97.22,299.018571,299.064286,296.124286,301.4,297.1,123.2,84.322857,97.22,17.538571,2.242857,27.271429,5.628571,31.1,23.9,53.6
sj,1996,30,1996-07-22,0.0038,-0.0106,0.14715,0.176783,14.89,299.714286,299.964286,295.794286,302,298,15.8,79.198571,14.89,17.145714,2.328571,27.514286,5.471429,31.1,23.9,9.9
sj,1996,31,1996-07-29,0.096833,0.115,0.198614,0.204443,41.78,299.394286,299.457143,296.03,301.4,297.5,39.1,81.91,41.78,17.39,2.2,27.171429,5.157143,30,23.9,79.3
sj,1996,32,1996-08-05,0.142294,0.05435,0.132971,0.144086,34.04,299.137143,299.121429,296.408571,300.7,297.7,67.71,85.01,34.04,17.81,1.7,27.671429,5.342857,30.6,24.4,31.9
sj,1996,33,1996-08-12,0.0795,0.0291,0.14252,0.2317,19.92,299.651429,299.792857,296.078571,301.8,298.1,29.2,80.935714,19.92,17.48,2.614286,28.014286,6.128571,31.7,22.8,14.3
sj,1996,34,1996-08-19,0.142294,0.09555,0.309467,0.2312,110.91,298.984286,299.042857,296.128571,300.7,297.6,68.7,84.344286,110.91,17.522857,1.971429,26.785714,6.628571,31.1,22.8,80.6
sj,1996,35,1996-08-26,0.012033,0.073967,0.298186,0.3126,15.74,299.945714,300.035714,295.985714,302.4,298,33.7,79.272857,15.74,17.422857,2.557143,27.757143,6.214286,33.3,23.9,22.6
sj,1996,36,1996-09-02,0.0364,0.03065,0.1729,0.175786,10.59,300.372857,300.742857,296.911429,303.3,298.6,21.95,81.54,10.59,18.485714,3.457143,28.485714,5.871429,33.3,23.3,35.1
sj,1996,37,1996-09-09,0.1043,0.1068,0.167867,0.1728,63.31,299.802857,299.885714,296.452857,301.5,297.8,89.24,81.985714,63.31,17.97,1.8,27.942857,6.514286,32.8,23.3,51.1
sj,1996,38,1996-09-16,0.142294,0.02845,0.150429,0.107817,243.55,299.482857,299.442857,296.88,301.3,297.6,151.7,85.69,243.55,18.407143,1.828571,27.042857,5.828571,31.7,22.8,305.9
sj,1996,39,1996-09-23,0.04044,0.00445,0.1859,0.181886,59.12,300.32,300.442857,297.092857,302.3,299.1,19.32,82.638571,59.12,18.595714,1.885714,27.871429,6.357143,32.8,23.9,7.3
sj,1996,40,1996-09-30,-0.0385,0.068133,0.165129,0.195214,27.58,300.018571,300.207143,296.09,302.4,298.6,27.2,79.177143,27.58,17.521429,2.1,27.414286,5.885714,31.1,23.9,20.9
sj,1996,41,1996-10-07,-0.0066,-0.0355,0.207183,0.219617,28.18,299.962857,300.114286,296.46,302.3,298.1,23.54,81.26,28.18,17.941429,2.542857,27.285714,6.242857,31.7,23.3,17.6
sj,1996,42,1996-10-14,0.142294,0.0609,0.220229,0.2358,4.62,299.804286,299.842857,296.048571,301.8,298.2,23.7,79.957143,4.62,17.485714,2.171429,27.571429,6.642857,31.7,23.3,8.9
sj,1996,43,1996-10-21,-0.0969,-0.0902,0.149014,0.166314,17.37,300.344286,300.464286,296.717143,302.1,298.7,7.1,80.734286,17.37,18.23,2.642857,29.042857,7.385714,33.9,24.4,6.6
sj,1996,44,1996-10-28,0.00525,0.0158,0.180943,0.146357,16.06,299.251429,299.342857,295.72,302.3,297.7,65.2,81.13,16.06,17.144286,2.085714,27.042857,6.1,31.1,21.7,28.9
sj,1996,45,1996-11-04,-0.05675,-0.00865,0.123614,0.1353,51.59,299.168571,299.235714,296.26,301.5,297.5,59.22,84.111429,51.59,17.701429,2.042857,26.842857,6.285714,31.1,22.2,35.6
sj,1996,46,1996-11-11,-0.030067,0.0881,0.075057,0.098,34.32,298.245714,298.214286,295.265714,299.7,296.8,219.9,83.64,34.32,16.677143,1.8,26.157143,6.028571,30,22.2,25
sj,1996,47,1996-11-18,0.142294,0.039525,0.060767,0.0578,42.76,298.477143,298.557143,295.438571,300.5,296.8,113.55,83.397143,42.76,16.842857,1.6,25.871429,5.6,29.4,22.2,88.3
sj,1996,48,1996-11-25,0.142294,0.103867,0.164971,0.144771,65.18,298.197143,298.421429,295.667143,300.5,296.6,49,86.071429,65.18,17.128571,2.042857,25.614286,4.585714,28.3,22.8,39.5
sj,1996,49,1996-12-02,-0.1171,-0.010167,0.260271,0.230843,0,297.642857,297.678571,292.941429,299.7,295.6,20.57,75.292857,0,14.458571,1.9,25.014286,5.057143,28.3,21.7,19.6
sj,1996,50,1996-12-09,0.142294,0.0495,0.155914,0.176,0,297.827143,297.978571,292.662857,300.6,295.2,3.8,73.252857,0,14.245714,2.757143,24.8,6.571429,30,20.6,3.1
sj,1996,51,1996-12-16,0.142294,0.1639,0.170229,0.181857,0,296.635714,296.771429,292.787143,299.1,295.6,40.7,79.372857,0,14.332857,1.828571,24.957143,4.7,28.9,21.1,25.4
sj,1996,52,1996-12-23,0.0214,0.0214,0.156975,0.147037,0,297.031429,297.114286,291.424286,299,294.5,3.93,71.062857,0,13.152857,2.485714,24.514286,5.785714,27.8,19.4,4
sj,1997,1,1997-01-01,0.152633,0.1094,0.207743,0.173286,0,299.677143,299.821429,295.014286,301.5,297.7,3.24,75.678571,0,16.377143,2.357143,26.628571,7.714286,31.7,21.7,0.5
sj,1997,2,1997-01-08,0.142294,0.1839,0.268371,0.143586,0,297.188571,297.428571,293.558571,299.2,295.6,24.14,80.3,0,14.967143,2.371429,24.671429,5.642857,27.8,21.1,29
sj,1997,3,1997-01-15,-0.1459,0.0338,0.223371,0.217086,0,297.568571,297.664286,292.797143,299.4,296.1,7.79,74.94,0,14.278571,2.242857,24.385714,6.657143,28.9,19.4,0.6
sj,1997,4,1997-01-22,0.0495,0.073167,0.170471,0.186143,6.65,297.485714,297.742857,293.787143,300.9,295.2,23.5,80.092857,6.65,15.174286,3.142857,24.9,6.428571,28.9,21.1,2
sj,1997,5,1997-01-29,0.0451,0.04505,0.110757,0.1018,66.05,296.741429,296.842857,293.532857,298.9,295.3,81.3,82.388571,66.05,14.898571,1.828571,24.628571,4.685714,28.3,21.1,58.9
sj,1997,6,1997-02-05,0.04245,0.034133,0.137271,0.115686,53.52,297.27,297.407143,292.575714,299.1,295.8,14.3,75.075714,53.52,14.058571,2.071429,23.7,6.1,27.8,19.4,49.5
sj,1997,7,1997-02-12,0.0455,0.1281,0.179671,0.170586,24.98,297.12,297.292857,293.637143,298.8,295.7,50.58,80.947143,24.98,15.017143,1.7,24.571429,5.7,27.8,21.1,25.4
sj,1997,8,1997-02-19,0.0297,0.07732,0.148829,0.181543,0,297.587143,297.714286,293.221429,299.2,296.2,15.14,76.712857,0,14.614286,2.057143,24.685714,6.271429,28.3,21.1,22.9
sj,1997,9,1997-02-26,0.142294,0.048967,0.15534,0.1579,0,297.264286,297.357143,292.472857,298.8,295.7,15.1,74.631429,0,13.931429,2.171429,24.471429,5.542857,27.8,21.1,30
sj,1997,10,1997-03-05,0.142294,0.130553,0.2277,0.267014,0,297.292857,297.392857,292.41,299,295.5,9.5,74.255714,0,13.885714,2.214286,24.571429,4.985714,27.8,21.1,15.5
sj,1997,11,1997-03-12,0.142294,0.0864,0.170071,0.151243,0,297.138571,297.35,292.495714,299.3,295.8,14.3,75.372857,0,13.977143,2.157143,24.357143,5.785714,27.8,21.1,13.8
sj,1997,12,1997-03-19,0.1409,0.12525,0.258214,0.253329,0,297.078571,297.221429,292.767143,299.1,296,17.92,76.904286,0,14.222857,1.9,24.742857,6.585714,28.9,21.1,15.2
sj,1997,13,1997-03-26,0.11245,0.107,0.207614,0.2154,0,297.721429,297.921429,292.758571,300.6,295.7,7,74.118571,0,14.227143,3.442857,25.314286,8.071429,31.1,20.6,1.5
sj,1997,14,1997-04-02,0.142294,0.123,0.198317,0.191683,0,297.692857,297.857143,292.775714,299.9,295.5,5.9,74.205714,0,14.231429,2.685714,25.085714,7.457143,29.4,20.6,2.9
sj,1997,15,1997-04-09,0.0602,0.069825,0.216429,0.202771,6.65,296.595714,296.635714,291.842857,300.7,294.3,18.73,74.85,6.65,13.492857,2.385714,25.357143,5.614286,31.1,21.7,0.6
sj,1997,16,1997-04-16,0.033075,0.05155,0.208543,0.235486,0,297.178571,297.464286,291.674286,299.6,295.1,7.5,71.558571,0,13.35,2.785714,25.9,7.928571,31.7,20,0.8
sj,1997,17,1997-04-23,0.0388,0.023,0.202443,0.222257,0,298.821429,299.05,294.098571,301.7,296.7,16.2,75.417143,0,15.501429,3.842857,27.671429,9.614286,34.4,21.1,0
sj,1997,18,1997-04-30,-0.0035,0.007333,0.1991,0.192883,5.73,299.204286,299.385714,294.82,301.7,296.7,4,76.952857,5.73,16.17,3.457143,27.771429,8.271429,33.9,22.8,0.5
sj,1997,19,1997-05-07,-0.0597,0.0331,0.165086,0.132457,0,299.35,299.507143,294.727143,301.1,297.8,1.5,75.878571,0,16.078571,2.7,27.928571,8.428571,33.9,23.3,0.3
sj,1997,20,1997-05-14,0.1019,0.0747,0.117517,0.129786,33.03,298.85,298.985714,294.798571,301.4,297.1,27.3,78.537143,33.03,16.144286,2.542857,27.571429,8.671429,32.8,22.2,12.6
sj,1997,21,1997-05-21,0.0798,0.106533,0.159033,0.098733,0,299.241429,299.385714,294.661429,301.1,297.8,10.1,75.982857,0,15.997143,2.428571,27.585714,7.085714,32.2,23.9,12.9
sj,1997,22,1997-05-28,0.0235,0.05535,0.209086,0.145057,64.1,299.281429,299.435714,295.262857,301.4,297.7,10.5,78.711429,64.1,16.66,2.671429,27.314286,7.028571,31.7,22.8,30.5
sj,1997,23,1997-06-04,0.0557,0.08895,0.184157,0.162357,118.35,298.995714,299.042857,295.978571,300.6,297.9,41.7,83.485714,118.35,17.368571,1.971429,27.271429,7.071429,32.8,22.2,31.3
sj,1997,24,1997-06-11,0.1197,0.0904,0.147717,0.191414,0,300.001429,300.264286,296.174286,302.3,298.2,9.9,79.745714,0,17.62,2.871429,28.6,7,32.8,23.9,0.3
sj,1997,25,1997-06-18,0.0108,0.054267,0.171043,0.2157,2.43,300.367143,300.6,296.411429,302.6,298,7.8,79.364286,2.43,17.847143,2.914286,29.014286,7.514286,33.9,23.9,0.5
sj,1997,26,1997-06-25,0.0749,0.07762,0.130214,0.1368,34.69,300.044286,300.092857,296.322857,302,298.4,23.4,80.245714,34.69,17.732857,2.185714,28.657143,6.685714,32.8,23.9,18.6
sj,1997,27,1997-07-02,0.1012,0.090267,0.194029,0.198371,38.84,300.295714,300.514286,296.238571,302.3,298.3,24.3,78.638571,38.84,17.635714,2.914286,28.414286,6.428571,32.2,24.4,4.1
sj,1997,28,1997-07-09,0.0883,0.074833,0.135457,0.111857,5.87,300.488571,300.642857,296.415714,302.3,299,21.3,78.62,5.87,17.845714,2.428571,29.014286,7.542857,33.9,23.9,8.7
sj,1997,29,1997-07-16,-0.0562,0.0112,0.157314,0.165971,24.42,300.094286,300.171429,296.511429,302.2,298.1,35.4,80.917143,24.42,17.948571,2.542857,28.614286,6.742857,32.8,24.4,40.9
sj,1997,30,1997-07-23,-0.1562,0.130553,0.164643,0.149686,41.34,299.958571,299.942857,296.602857,302.7,298.2,73.74,82.132857,41.34,18.045714,1.771429,27.9,6.285714,31.7,23.3,51.2
sj,1997,31,1997-07-30,0.1393,0.07825,0.251171,0.191943,29.9,300.117143,300.214286,296.215714,302.4,297.8,33.6,79.454286,29.9,17.617143,2.742857,27.828571,6.6,31.7,22.8,16.3
sj,1997,32,1997-08-06,0.0981,0.0981,0.140457,0.114229,19.57,300.294286,300.414286,296.735714,302.5,297.8,28.6,81.104286,19.57,18.18,2.514286,28.642857,5.942857,32.2,25,5.2
sj,1997,33,1997-08-13,0.008933,0.046675,0.1411,0.158571,57.65,299.84,299.992857,296.572857,301.9,298.1,42.79,82.392857,57.65,17.988571,2.471429,28.285714,6.614286,32.8,23.9,53.4
sj,1997,34,1997-08-20,0.142294,0.11135,0.174186,0.1446,20.35,299.761429,299.8,296.658571,301.8,298.2,45.7,83.28,20.35,18.091429,2.028571,28.414286,6.514286,32.2,24.4,52.3
sj,1997,35,1997-08-27,0.06065,0.089367,0.186971,0.209186,94.72,300.265714,300.335714,296.704286,302.5,298.8,35.9,81.142857,94.72,18.182857,2.1,27.985714,6.442857,32.2,22.8,50
sj,1997,36,1997-09-03,0.1072,0.115967,0.2084,0.173557,8.83,300.138571,300.121429,296.804286,302,298.5,35.9,82.22,8.83,18.308571,2.071429,28.728571,6.585714,32.8,25,17
sj,1997,37,1997-09-10,0.03495,0.0815,0.197314,0.182771,11.47,300.548571,300.721429,297.414286,302.6,298.9,46.4,83.164286,11.47,19.044286,2.585714,28.957143,6.128571,32.8,24.4,15.8
sj,1997,38,1997-09-17,-0.049,0.01545,0.199229,0.186629,86.14,300.682857,300.807143,297.247143,303.6,299,36.89,81.808571,86.14,18.828571,2.585714,28.9,6.671429,34.4,25,18.1
sj,1997,39,1997-09-24,0.12258,0.098233,0.143214,0.143414,13.18,300.42,300.514286,296.385714,302.6,298,39.6,78.78,13.18,17.828571,2.4,28.4,6.742857,32.2,23.9,25.4
sj,1997,40,1997-10-01,0.1123,0.1054,0.200057,0.143886,46.15,300.132857,300.207143,297.268571,302.6,298.7,39,84.437143,46.15,18.814286,2.128571,27.585714,6.757143,32.2,21.7,31.2
sj,1997,41,1997-10-08,0.0019,0.095825,0.090271,0.0999,70.29,300.564286,300.735714,296.787143,303.2,298.5,26,80.084286,70.29,18.31,2.642857,28.5,7.3,33.3,23.3,44.4
sj,1997,42,1997-10-15,-0.01515,0.0831,0.201867,0.210733,99.33,299.478571,299.435714,296.435714,302.9,297.6,182,83.575714,99.33,17.927143,1.842857,27.357143,6.428571,31.1,22.8,6.3
sj,1997,43,1997-10-22,0.142294,0.1966,0.315243,0.291643,80.85,299.608571,299.842857,296.304286,302.3,296.4,27.34,82.234286,80.85,17.818571,3.342857,27.7,5.885714,32.8,23.9,8.7
sj,1997,44,1997-10-29,0.142294,0.1695,0.297814,0.2102,0.78,300.381429,300.55,296.101429,302.3,298.1,7.27,77.532857,0.78,17.551429,2.7,28.385714,5.814286,32.8,24.4,0
sj,1997,45,1997-11-05,0.07745,0.130553,0.198957,0.176743,2.08,300.031429,300.092857,295.695714,301.9,298.6,9.5,77.307143,2.08,17.095714,2.042857,27.742857,6.114286,31.1,23.9,27.1
sj,1997,46,1997-11-12,0.0695,0.12345,0.148143,0.102271,18.83,299.687143,299.792857,295.345714,302.6,297.9,9,77.162857,18.83,16.764286,2.242857,27.342857,7.4,32.8,22.8,34.6
sj,1997,47,1997-11-19,0.142294,-0.1026,0.201786,0.147786,50.55,299.491429,299.528571,296.312857,301.8,298,40.5,82.765714,50.55,17.738571,1.8,27.328571,6,31.1,23.9,6.1
sj,1997,48,1997-11-26,0.2192,0.1606,0.174929,0.211757,4.76,299.62,299.7,296.337143,301.9,297.9,42.9,82.27,4.76,17.771429,2.2,27.257143,5.671429,30.6,23.9,81.8
sj,1997,49,1997-12-03,0.0568,0.0661,0.349314,0.312071,3.01,299.455714,299.507143,295.575714,301.3,298.2,14.7,79.395714,3.01,17.001429,1.871429,26.671429,6.614286,31.7,23.3,39.9
sj,1997,50,1997-12-10,0.142294,-0.0448,0.231414,0.235471,0,300.132857,300.35,295.152857,302,298.8,0.3,74.281429,0,16.53,2.671429,26.757143,8.257143,32.2,21.7,0
sj,1997,51,1997-12-17,0.142294,0.0001,0.257957,0.2339,0,299.638571,299.664286,294.795714,301.6,298.1,3.9,74.795714,0,16.145714,2.471429,26.571429,7.3,32.2,22.2,1.5
sj,1997,52,1997-12-24,0.0663,0.075925,0.213211,0.225789,22.52,299.214286,299.285714,295.351429,301.7,297.6,16.3,79.47,22.52,16.704286,2.571429,26.714286,7.571429,31.7,22.2,17.3
sj,1998,1,1998-01-01,0.0455,0.0478,0.123986,0.083443,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636
sj,1998,2,1998-01-08,0.050767,0.0341,0.223371,0.134157,10.59,298.827143,298.992857,295.03,300.7,297.2,44.4,79.631429,10.59,16.362857,2.157143,26.357143,6.142857,31.7,22.8,33.3
sj,1998,3,1998-01-15,-0.01615,-0.008225,0.204714,0.198571,106.97,297.612857,297.685714,294.852857,300.2,296.4,53.2,84.694286,106.97,16.208571,1.885714,24.885714,5.857143,29.4,20.6,152.4
sj,1998,4,1998-01-22,0.1797,0.03345,0.251457,0.1921,0,298.611429,298.8,294.51,300.6,296.8,8.4,78.182857,0,15.881429,2.4,25.614286,6.485714,29.4,21.1,4.8
sj,1998,5,1998-01-29,0.13155,0.045825,0.146114,0.131357,7.72,298.694286,298.857143,294.19,300.6,297,16.3,76.261429,7.72,15.561429,2.342857,26.542857,7.257143,31.1,22.2,1.3
sj,1998,6,1998-02-05,-0.0479,-0.0525,0.127486,0.097343,0,298.578571,298.807143,293.971429,301.3,296.6,8.6,75.777143,0,15.361429,3.271429,26.585714,8.114286,31.7,21.1,0
sj,1998,7,1998-02-12,0.11825,0.0559,0.1819,0.176314,142.6,299.058571,299.25,295.628571,302.2,296.7,18.5,81.612857,142.6,17.088571,2.957143,27.257143,6.9,32.2,22.8,79.2
sj,1998,8,1998-02-19,0.142294,0.0754,0.239571,0.2387,0,297.59,297.835714,291.901429,300.2,296.2,3.1,70.701429,0,13.512857,2.242857,24.414286,6.085714,28.9,20,8.7
sj,1998,9,1998-02-26,0.1545,0.0849,0.24338,0.154983,0,298.892857,299.128571,294.114286,300.6,297.8,1.1,75.015714,0,15.477143,2.285714,26.271429,7.942857,31.1,21.1,6.4
sj,1998,10,1998-03-05,0.063667,0.096333,0.172843,0.162214,0,297.655714,297.792857,293.5,301.1,295,10.3,77.924286,0,14.935714,2.842857,25.614286,7.257143,32.2,21.1,7
sj,1998,11,1998-03-12,0.142294,0.0797,0.139171,0.162529,0,298.278571,298.385714,294.697143,301.2,295.7,42.78,80.778571,0,16.081429,2.228571,25.814286,6.9,32.2,21.1,15.1
sj,1998,12,1998-03-19,0.0604,0.088233,0.212929,0.212414,0,298.175714,298.371429,292.907143,300.4,296.2,0.6,72.642857,0,14.367143,2.514286,24.885714,7.014286,28.9,20.6,27.7
sj,1998,13,1998-03-26,0.142294,0.0731,0.188167,0.1685,0,298.502857,298.664286,294.098571,300.7,296.5,21,76.675714,0,15.48,2.557143,26.228571,6.9,31.1,22.2,16.5
sj,1998,14,1998-04-02,0.0672,0.027667,0.148533,0.127743,72.98,298.044286,298.192857,294.628571,301.1,296.5,41.2,81.405714,72.98,15.998571,2.528571,25.714286,6.2,31.7,21.7,15.5
sj,1998,15,1998-04-09,0.048,0.0652,0.098943,0.102771,12.01,297.871429,298.2,294.215714,300.8,295.6,19,80.19,12.01,15.635714,3,26.028571,6.357143,31.7,21.7,10.7
sj,1998,16,1998-04-16,0.0308,0.076,0.113971,0.125857,0,298.472857,298.578571,294.97,300.7,296.5,23.9,81.145714,0,16.402857,2.157143,26.928571,6.114286,33.9,22.2,7.9
sj,1998,17,1998-04-23,0.0671,0.091367,0.144486,0.147957,22.22,297.735714,297.792857,293.542857,299.8,296.2,24.3,77.712857,22.22,15.014286,2.157143,25.6,5.857143,29.4,21.7,73.4
sj,1998,18,1998-04-30,0.1063,0.0461,0.219186,0.207329,71.64,299.565714,299.835714,295.834286,301.5,298.2,11.7,80.072857,71.64,17.231429,2.357143,26.871429,6.9,31.1,22.8,16.3
sj,1998,19,1998-05-07,0.142294,0.096933,0.158243,0.119814,0,299.132857,299.292857,294.827143,301.3,297.7,17.6,77.331429,0,16.221429,2.185714,26.785714,6.2,31.1,22.2,6.9
sj,1998,20,1998-05-14,0.142294,0.04255,0.131783,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.401429,55.76,16.502857,3.628571,27.142857,7.014286,33.9,22.2,7.1
sj,1998,21,1998-05-21,-0.003,0.033625,0.164867,0.1742,56.4,300.024286,300.085714,297.062857,302.9,297.8,53.7,84.071429,56.4,18.614286,2.828571,27.914286,6.971429,34.4,23.3,59.1
sj,1998,22,1998-05-28,0.0484,0.0372,0.155083,0.164517,15.86,299.842857,299.935714,297.02,302.3,298.4,59.4,84.635714,15.86,18.511429,2.185714,27.971429,5.657143,31.1,24.4,13.8
sj,1998,23,1998-06-04,-0.0427,0.070767,0.1536,0.122143,8.19,299.618571,299.807143,296.351429,301.4,298.1,35.8,82.46,8.19,17.765714,2.328571,27.857143,6.2,32.2,23.9,10.5
sj,1998,24,1998-06-11,0.12125,0.12125,0.236814,0.275171,86.21,300.757143,300.842857,297.451429,302.7,299.2,20.7,82.305714,86.21,18.991429,2.428571,28.428571,6.985714,32.8,23.9,38.6
sj,1998,25,1998-06-18,0.0725,0.0509,0.207829,0.175629,49.52,300.517143,300.564286,296.435714,303,298.9,15.4,78.53,49.52,17.854286,2.385714,28.1,6.528571,32.8,23.9,23.4
sj,1998,26,1998-06-25,0.03745,0.0167,0.1447,0.152357,72.08,299.944286,299.95,296.995714,302.3,298.3,71.33,84.025714,72.08,18.47,2.357143,28.214286,6.742857,32.2,23.9,20.6
sj,1998,27,1998-07-02,0.0715,0.096075,0.171843,0.155886,20.06,300.595714,300.721429,296.847143,302.7,299,33.31,80.085714,20.06,18.278571,2.3,28.614286,5.857143,32.2,25,0
sj,1998,28,1998-07-09,-0.03095,0.0628,0.188629,0.169529,54.05,300.452857,300.435714,296.924286,302.9,298.5,45.31,81.29,54.05,18.391429,2.3,28.385714,6.742857,32.8,22.8,11.7
sj,1998,29,1998-07-16,0.0289,0.047133,0.082543,0.068933,10.42,300.337143,300.457143,296.288571,302.8,298.1,30.86,78.99,10.42,17.715714,2.714286,28.385714,7.071429,33.3,23.9,62.5
sj,1998,30,1998-07-23,0.0554,0.1065,0.177643,0.160257,68.74,299.822857,299.885714,296.502857,302.2,298.1,93.68,82.212857,68.74,17.945714,1.885714,27.557143,6.685714,31.7,23.9,81.9
sj,1998,31,1998-07-30,0.14065,0.127,0.26975,0.246529,16.03,300.061429,300.035714,297.038571,302,298.5,107.87,83.742857,16.03,18.547143,2.042857,28.271429,5.728571,31.7,23.9,20.5
sj,1998,32,1998-08-06,0.028667,0.057625,0.175857,0.152686,25.79,300.662857,300.885714,297.127143,303.2,298.6,27.7,81.217143,25.79,18.631429,2.914286,28.457143,6.185714,32.2,24.4,6.2
sj,1998,33,1998-08-13,0.053467,0.0935,0.185433,0.1739,38.44,300.668571,300.621429,297.457143,303.1,298.9,55.9,82.8,38.44,19.015714,2.271429,29.071429,6.342857,32.8,24.4,3.8
sj,1998,34,1998-08-20,0.1072,0.0567,0.180967,0.172033,24.34,300.367143,300.35,297.467143,303,298.9,63.2,84.202857,24.34,19.01,1.728571,29.214286,6.414286,32.8,25,20.4
sj,1998,35,1998-08-27,0.0307,0.07575,0.154817,0.190257,96.58,300.468571,300.578571,297.401429,303.1,298.7,98.3,83.45,96.58,19.027143,2.671429,28.042857,6.828571,33.9,23.3,146.4
sj,1998,36,1998-09-03,0.0388,0.054033,0.158543,0.145643,47.74,300.687143,300.707143,297.328571,303.4,298.4,52.5,82.192857,47.74,18.908571,2.9,28.757143,7.128571,33.9,22.8,27.4
sj,1998,37,1998-09-10,0.07465,0.057967,0.151886,0.122,72.73,300.147143,300.2,297.16,302,298.7,73.6,84.002857,72.73,18.724286,2.028571,28.328571,6.842857,32.2,24.4,61.3
sj,1998,38,1998-09-17,0.142294,0.0401,0.155483,0.14148,35.03,300.587143,300.607143,297.275714,303,298.8,33.83,82.332857,35.03,18.847143,2.185714,28.728571,6.985714,34.4,24.4,39.7
sj,1998,39,1998-09-24,0.05085,0.04685,0.231586,0.206686,82.87,300.13,300.185714,297.06,302.1,298.8,55.8,83.331429,82.87,18.581429,1.857143,27.771429,6.228571,32.2,24.4,123.6
sj,1998,40,1998-10-01,-0.0022,0.0382,0.161886,0.168314,223.61,300.597143,300.757143,296.538571,302.9,298.5,124.4,78.782857,223.61,18.061429,2.8,27.914286,6.285714,32.8,23.9,24.7
sj,1998,41,1998-10-08,0.142294,-0.019,0.163057,0.1492,33.26,300.712857,300.742857,296.921429,302.9,298.9,28.3,79.998571,33.26,18.418571,2.342857,28.257143,5.5,31.7,24.4,25
sj,1998,42,1998-10-15,0.142294,0.08155,0.186414,0.138686,25.94,300.795714,300.857143,296.612857,302.9,299.3,18.5,78.098571,25.94,18.091429,2.685714,27.757143,6.314286,31.7,23.3,15.5
sj,1998,43,1998-10-22,0.0213,0.085,0.196967,0.1962,32.09,300.247143,300.235714,296.9,301.9,298.8,36.5,82.038571,32.09,18.41,2.128571,28.157143,6.928571,33.9,23.9,26.7
sj,1998,44,1998-10-29,-0.0359,-0.0726,0.111729,0.092429,182.46,299.848571,299.985714,296.867143,302.1,297.7,92.4,83.865714,182.46,18.375714,2.085714,27.714286,6.128571,32.8,23.3,54.6
sj,1998,45,1998-11-05,0.142294,-0.00225,0.221229,0.1698,121.65,299.652857,299.692857,296.942857,301.7,298.5,89.5,85.12,121.65,18.484286,1.785714,27.428571,6.457143,31.1,23.3,81.5
sj,1998,46,1998-11-12,0.003867,-0.05725,0.185917,0.098343,18.07,300.002857,300.05,296.42,302.4,297.9,36.1,80.914286,18.07,17.868571,2.071429,27.785714,6.671429,32.8,23.3,8.7
sj,1998,47,1998-11-19,0.142294,0.130553,0.253743,0.216614,110.03,298.675714,298.657143,296.182857,300.3,297.3,143.4,86.214286,110.03,17.627143,1.485714,26.728571,6.214286,30.6,23.3,71.3
sj,1998,48,1998-11-26,0.0501,0.06575,0.166243,0.146757,0,299.232857,299.321429,295.492857,301.4,297.4,57.1,80.021429,0,16.867143,2.014286,26.557143,5.685714,30,22.8,29.8
sj,1998,49,1998-12-03,0.05675,0.06565,0.069186,0.052786,22.35,298.301429,298.257143,295.172857,300.4,296.5,115.77,83.024286,22.35,16.587143,1.885714,25.642857,5.942857,29.4,22.2,48.2
sj,1998,50,1998-12-10,0.0619,0.002633,0.2133,0.173014,152.94,298.094286,298.15,295.54,299.8,297.1,158.72,85.911429,152.94,16.965714,1.357143,25.814286,5.014286,28.9,22.8,97.6
sj,1998,51,1998-12-17,-0.082167,-0.091675,0.2399,0.170057,16.76,299.042857,299.1,295.032857,300.9,297.6,10.2,78.668571,16.76,16.408571,1.971429,26.071429,5.542857,31.1,22.8,18.9
sj,1998,52,1998-12-24,0.060567,-0.13095,0.15715,0.098187,0,299.282857,299.435714,295.215714,301.4,298,12.8,78.418571,0,16.564286,2.128571,25.928571,6.042857,30,22.2,29.7
sj,1999,53,1999-01-01,0.142294,0.130553,0.203783,0.202305,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636
