city,TimeIndex,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
1,685,2002,50,2002-12-10,0.268029,0.142429,0.288671,0.185071,35.02,297.884286,298.95,296.39,307.4,294.2,30.89,92.614286,35.02,18.004286,7.928571,27.65,9.45,34,22.9,57.2,29
1,686,2002,51,2002-12-17,0.254229,0.183914,0.270714,0.209029,25.73,297.818571,299.057143,296.627143,306,294.8,24.3,93.845714,25.73,18.261429,6.857143,27.98,8.72,34,23.3,24,21
1,687,2002,52,2002-12-24,0.1194,0.1364,0.171829,0.189586,151.73,297.872857,299.171429,296.63,305.7,293.8,54.7,93.408571,151.73,18.235714,8,27.975,10.65,33.8,21.9,137.9,11
1,689,2003,1,2003-01-01,0.323414,0.300414,0.329186,0.318429,46.91,299.375714,300.821429,295.871429,308.6,293.1,28.3,84.06,46.91,17.452857,12.1,28.45,9.95,34.4,22.4,92.9,10
1,690,2003,2,2003-01-08,0.4884,0.402443,0.414929,0.4697,11.77,297.684286,299.171429,295.944286,308.6,291.5,33.6,91.56,11.77,17.497143,8.428571,28.933333,10.2,35,22.1,35.1,5
1,691,2003,3,2003-01-15,0.303,0.169467,0.291543,0.301286,60.46,296.92,298.614286,295.901429,305.2,293.4,27.9,94.374286,60.46,17.43,7.742857,28,9.5,33.3,22.5,164.4,6
1,692,2003,4,2003-01-22,0.224957,0.260271,0.206929,0.2895,84.05,298.125714,299.564286,295.001429,307.7,291.6,8.8,84.46,84.05,16.514286,10.271429,28.4,10.6,34.2,23,67.1,2
1,693,2003,5,2003-01-29,0.166029,0.140629,0.191386,0.183443,35.05,299.487143,300.242857,294.012857,310,292.5,6.26,74.884286,35.05,15.592857,11.771429,28.6,12,35.4,22.5,7.9,1
1,694,2003,6,2003-02-05,0.19145,0.086429,0.1368,0.156714,56.36,297.218571,298.4,296.218571,304.9,292,170.6,94.552857,56.36,17.852857,7.457143,26.6,7,33.8,22.4,41.9,2
1,695,2003,7,2003-02-12,0.313714,0.228414,0.252114,0.286471,70.63,296.585714,297.671429,295.52,302.9,293.2,38.7,94.354286,70.63,17.015714,6.028571,26.75,8.35,33.2,22.4,55.9,2
1,696,2003,8,2003-02-19,0.126257,0.135514,0.103657,0.133714,25.03,298.567143,300.1,296.392857,308.6,292.5,41.1,89.974286,25.03,18.02,10.885714,27.185783,8.059328,32.4,23.3,121.9,3
1,697,2003,9,2003-02-26,0.2976,0.236633,0.22915,0.207283,132.2,299.35,300.514286,296.41,308.6,294.4,53.6,86.012857,132.2,18.044286,9.114286,29.4,11.2,35,22.9,0,5
1,698,2003,10,2003-03-05,0.169529,0.138957,0.234057,0.185143,63.71,297.508571,298.892857,295.942857,306.6,294.3,134.46,92.468571,63.71,17.5,7.9,27.95,9.1,32.9,22.9,5,1
1,699,2003,11,2003-03-12,0.2,0.190286,0.158943,0.163629,47.97,296.68,297.635714,295.941429,305.9,292.4,186.8,96.171429,47.97,17.515714,6.242857,26.7,7.5,32,22.1,98.4,4
1,700,2003,12,2003-03-19,0.214214,0.225157,0.219171,0.2485,109.04,297.892857,299.171429,296.632857,308.9,293.4,362.03,93.628571,109.04,18.252857,8.342857,27.6,9.9,33.5,22.7,61.9,2
1,701,2003,13,2003-03-26,0.147529,0.269457,0.126857,0.205914,93.61,298.644286,300.392857,296.818571,308.1,294.3,44.5,91.594286,93.61,18.484286,9.471429,30.8,15.8,42.2,21.8,75.9,4
1,702,2003,14,2003-04-02,0.2482,0.262771,0.2065,0.288686,89.38,298.077143,299.642857,296.642857,307.5,292.9,44.72,93.014286,89.38,18.278571,9.342857,28.26,9.96,34.2,22.6,75,0
1,703,2003,15,2003-04-09,0.205243,0.1842,0.193129,0.208786,78.59,298.082857,298.971429,297.358571,305.9,293.9,86.23,96.27,78.59,19.078571,7.028571,28.175,9.675,34.5,22.9,79,0
1,704,2003,16,2003-04-16,0.266829,0.218229,0.199871,0.262143,51.14,296.747143,297.521429,295.99,304,293.2,43.85,95.992857,51.14,17.534286,4.757143,27.72,8.48,34.2,22.4,49,0
1,705,2003,17,2003-04-23,0.323443,0.253171,0.285229,0.2931,77.34,297.992857,299.478571,296.501429,306.3,293.4,56.6,92.547143,77.34,18.155714,8.385714,28.2,10.45,33.9,21.8,82.9,0
1,706,2003,18,2003-04-30,0.435057,0.376914,0.263614,0.334843,65.43,296.691429,297.585714,296.16,304.5,294,247.6,97.277143,65.43,17.688571,5.085714,27.2,8.333333,32.9,22.7,105.9,1
1,707,2003,19,2003-05-07,0.199429,0.1501,0.183467,0.1477,138.05,296.454286,297.964286,295.704286,305.2,292.9,59.5,96.14,138.05,17.222857,7.157143,28.35,9.316667,33.6,23.4,69,1
1,708,2003,20,2003-05-14,0.245429,0.1847,0.261457,0.268886,84.16,294.922857,295.242857,294.567143,301.5,290.1,95.3,98.132857,84.16,16.085714,4.771429,27,8.8,32.5,22,246.2,1
1,709,2003,21,2003-05-21,0.189257,0.16695,0.1843,0.170743,23.7,295.878571,296.835714,295.035714,304.1,291.6,34.56,95.854286,23.7,16.515714,6.757143,27.466667,8.9,32.5,22.3,145.8,1
1,710,2003,22,2003-05-28,0.241143,0.1987,0.253729,0.254457,166.52,297.648571,298.971429,296.08,306.1,293.3,113.8,92.461429,166.52,17.618571,9.314286,27.7,8.72,35,22.4,187.9,1
1,711,2003,23,2003-06-04,0.236957,0.121314,0.192314,0.2074,70.25,296.591429,297.757143,296.127143,303.9,294.2,40.7,97.617143,70.25,17.651429,5.514286,27.2,8.15,33.4,22.4,72.1,2
1,712,2003,24,2003-06-11,0.313586,0.353983,0.265857,0.280914,98.72,296.837143,297.807143,296.117143,303.4,292.8,61.8,96.222857,98.72,17.668571,7.071429,27.7,9.575,33.2,21.6,107,3
1,713,2003,25,2003-06-18,0.3237,0.2755,0.354757,0.272314,47.15,296.008571,296.757143,293.978571,304.9,291,5.56,90.048571,47.15,15.477143,8.914286,27.525,10.725,33.5,21.8,40.4,4
1,714,2003,26,2003-06-25,0.188257,0.232267,0.173771,0.1928,88.88,295.387143,296.357143,294.542857,303.7,291.8,38.1,95.575714,88.88,15.985714,6.542857,26.95,9.45,32.7,21.9,93.5,6
1,715,2003,27,2003-07-02,0.261814,0.171586,0.309943,0.258429,61.09,295.128571,295.992857,294.037143,305.5,291.7,42.5,94.127143,61.09,15.511429,6.5,25.866667,7.5,33.8,21.7,79.3,2
1,716,2003,28,2003-07-09,0.180271,0.162971,0.154129,0.1611,53.58,296.942857,298.307143,294.154286,307.3,291.4,13.55,86.655714,53.58,15.618571,10.1,27.075,10.875,33.2,20.7,1.5,2
1,717,2003,29,2003-07-16,0.193571,0.16885,0.159086,0.231471,65.2,296.79,298.171429,293.642857,306.6,287.3,27.06,85.611429,65.2,15.297143,12,27.666667,10.833333,33.4,17.4,23.8,5
1,718,2003,30,2003-07-23,0.285814,0.163071,0.288029,0.277457,2.64,296.485714,298.042857,291.85,305.4,289.2,6.39,77.804286,2.64,13.558571,11.428571,26.466667,10.366667,32.1,18,9.9,1
1,719,2003,31,2003-07-30,0.207786,0.156214,0.174329,0.218814,24.64,296.822857,298.357143,293.184286,306.9,291.2,12,82.27,24.64,14.685714,10.314286,27.225,9.9,32.4,21.3,69.1,1
1,720,2003,32,2003-08-06,0.244371,0.174643,0.217414,0.2323,89.28,297.658571,298.55,293.045714,308.2,290.8,6.5,77.861429,89.28,14.584286,12.642857,27.85,11.2,34.2,21.3,117,0
1,721,2003,33,2003-08-13,0.247114,0.171114,0.233743,0.2638,52.47,297.338571,298.271429,294.118571,307,291.3,21,83.927143,52.47,15.588571,10.657143,27.4,10.05,34.4,21.7,79,0
1,722,2003,34,2003-08-20,0.425243,0.362483,0.356614,0.385529,45.38,297.365714,298.857143,293.511429,308.1,292,35.1,81.942857,45.38,15.01,10.057143,27.75,11.9,34,20,18.3,0
1,723,2003,35,2003-08-27,0.249586,0.2122,0.250814,0.265214,29.51,297.875714,299.671429,294.932857,306.6,291.2,18.03,85.725714,29.51,16.445714,10.885714,28,12.1,34.4,21.4,95.7,0
1,724,2003,36,2003-09-03,0.3417,0.286314,0.210186,0.265986,8.84,297.381429,298.442857,290.97,309.5,289.1,33.5,70.928571,8.84,12.947143,12.771429,26.65,11.9,33.9,18.5,0.8,2
1,725,2003,37,2003-09-10,0.223229,0.202871,0.195257,0.270186,36.42,298.831429,300.192857,293.927143,310.2,292,6,76.532857,36.42,15.447143,12.671429,27.833333,12.3,34.3,21,53.1,0
1,726,2003,38,2003-09-17,0.364486,0.260986,0.316457,0.385157,55.73,296.948571,297.707143,293.684286,310.6,288.2,115.2,85.03,55.73,15.311429,10.757143,27.8,11.6,35.3,16.8,92.3,3
1,727,2003,39,2003-09-24,0.401186,0.354517,0.327671,0.392043,100.55,298.144286,299.292857,295.737143,307.9,293,53.36,88.117143,100.55,17.262857,9.471429,28.033333,10.633333,34.7,21.8,27.2,0
1,728,2003,40,2003-10-01,0.2535,0.237114,0.229029,0.232171,74.6,299.357143,300.7,295.828571,310.6,292.9,253.3,83.682857,74.6,17.451429,11.6,28.575,12.175,35.5,21.8,34.5,0
1,729,2003,41,2003-10-08,0.176029,0.196383,0.225757,0.234929,38.3,297.915714,299.885714,296.312857,309,292.5,42.5,92.165714,38.3,17.914286,11.2,27.2,9.35,35.7,22.3,138.2,0
1,730,2003,42,2003-10-15,0.275829,0.228843,0.2752,0.287114,44.16,298.162857,299.35,296.201429,305.6,293.8,34.6,90.342857,44.16,17.797143,8.528571,28.3,10.65,34.4,22.9,36,2
1,731,2003,43,2003-10-22,0.475014,0.3795,0.424943,0.432443,39.52,298.957143,300.678571,296.224286,311.2,294.6,41.2,87.37,39.52,17.895714,9.957143,27.975,10.475,34.5,20.7,32.1,2
1,732,2003,44,2003-10-29,0.134514,0.131471,0.115357,0.121271,32.47,300.041429,300.842857,295.295714,310.1,292.3,6.1,77.784286,32.47,16.872857,12.085714,28.733333,11.133333,35.5,22.8,56.4,3
1,733,2003,45,2003-11-05,0.394657,0.326957,0.391214,0.419043,105.14,298.135714,299.957143,295.74,310.8,292.3,85.3,88.48,105.14,17.39,9.428571,27.6,9.566667,34,21.9,139.7,3
1,734,2003,46,2003-11-12,0.317686,0.3246,0.2498,0.324471,31.08,298.367143,300.171429,295.645714,308.4,290.9,36.4,86.755714,31.08,17.292857,10.628571,28.5,10.85,35.5,20.8,79,3
1,735,2003,47,2003-11-19,0.263643,0.281657,0.246667,0.301257,123.63,298.681429,300.107143,296.725714,307,294.8,40.8,90.882857,123.63,18.378571,9.042857,27.9,10.55,36,22.4,284.4,1
1,736,2003,48,2003-11-26,0.2749,0.2452,0.309457,0.295329,81.27,299.222857,299.607143,296.53,308.5,294.3,51.4,86.995714,81.27,18.27,9.071429,28.3,10.233333,34.7,22,26.2,2
1,737,2003,49,2003-12-03,0.400343,0.318057,0.328771,0.369643,72.23,298.315714,299.735714,296.135714,309.4,293.5,77.83,89.207143,72.23,17.745714,9.7,28.766667,10.166667,35.1,22,138,3
1,738,2003,50,2003-12-10,0.358629,0.24435,0.3519,0.3588,108.62,298.685714,300.25,297.338571,306.4,294.8,178.89,93.231429,108.62,19.107143,8.271429,28.4,11.7,34.2,22.5,47.4,6
1,739,2003,51,2003-12-17,0.192667,0.2244,0.136114,0.136314,64.95,298.168571,299.542857,296.851429,308.5,294.1,65.04,93.917143,64.95,18.532857,8.342857,28.3,10.45,34.8,22.1,66.8,5
1,740,2003,52,2003-12-24,0.285078,0.230656,0.267644,0.264778,49.42,296.297143,297.05,295.682857,302.6,294.3,82.68,96.937143,49.42,17.172857,4.185714,27.3,9.6,33.1,22.3,185.7,1
1,742,2004,1,2004-01-01,0.202571,0.198967,0.244557,0.187957,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636,4
1,743,2004,2,2004-01-08,0.24942,0.30885,0.208629,0.259014,78.53,297.437143,298.742857,296.637143,304,294.9,55.3,95.794286,78.53,18.255714,6.2,27.433333,8.666667,34.2,22.4,137.2,5
1,744,2004,3,2004-01-15,0.32786,0.29844,0.30672,0.34024,63.47,297.752857,298.957143,297.02,306.2,294.5,62.5,96.128571,63.47,18.712857,6.828571,28.7,9.9,34.1,23.1,68.1,8
1,745,2004,4,2004-01-22,0.320586,0.336529,0.2566,0.344114,29.23,299.62,300.828571,295.89,308.3,293.6,19.4,82.467143,29.23,17.491429,11.228571,28.733333,11.4,34.6,21.8,20.1,5
1,746,2004,5,2004-01-29,0.233014,0.235186,0.196486,0.205543,4.65,300.9,302.15,292.832857,309.7,293.2,1.6,65.284286,4.65,14.548571,13.642857,28.925,12.125,35.6,22.3,0,2
1,747,2004,6,2004-02-05,0.123543,0.0993,0.112857,0.1172,13.2,299.902857,301.371429,293.988571,309.8,293.2,9,72.927143,13.2,15.567143,14.085714,29.2,13.525,36.4,20.6,24.1,3
1,748,2004,7,2004-02-12,0.278743,0.298757,0.312714,0.304829,24.83,298.27,299.55,295.64,307.2,294.8,33.46,86.765714,24.83,17.174286,8.5,27.925,9.5,33.3,22.8,13.4,3
1,749,2004,8,2004-02-19,0.236629,0.167043,0.197029,0.222514,39.06,298.081429,299.75,295.642857,310.1,292.6,34.5,87.718571,39.06,17.208571,9.728571,26.6,8.1,35.5,22,8.6,1
1,750,2004,9,2004-02-26,0.319057,0.335233,0.217629,0.300029,125.04,297.882857,299.435714,296.348571,308,294.3,83.27,93.012857,125.04,17.95,7.814286,27.466667,10.133333,34.4,20.6,18.9,6
1,751,2004,10,2004-03-04,0.209471,0.208657,0.1715,0.193571,52.08,297.981429,299.428571,296.455714,308.1,293.2,49.36,92.561429,52.08,18.094286,9.085714,28.4,11.3,34.5,22.3,79,4
1,752,2004,11,2004-03-11,0.307683,0.214017,0.33865,0.311043,80.33,296.777143,297.521429,296.068571,304.4,293.5,76.75,96.288571,80.33,17.61,5.242857,28,11,33.5,22.5,24.1,1
1,753,2004,12,2004-03-18,0.385986,0.424783,0.351414,0.346529,137.83,297.887143,299.535714,296.621429,305.5,292.9,75.16,93.628571,137.83,18.248571,9.785714,28.3,9.5,34.3,21.7,187.2,2
1,754,2004,13,2004-03-25,0.306283,0.19872,0.02988,0.29015,120.1,297.312857,298.2,296.607143,303.5,294,76.2,96.238571,120.1,18.237143,5.714286,28.65,9.3,34,23.6,142.6,3
1,755,2004,14,2004-04-01,0.136,0.138,0.186233,0.129433,101.22,297.202857,298.264286,296.815714,303.9,293.8,88.9,97.941429,101.22,18.47,5.214286,28.066667,9.1,33.9,22.7,2,1
1,756,2004,15,2004-04-08,0.359214,0.334843,0.279157,0.361271,47.26,297.812857,298.978571,297.175714,305.6,294.2,135.4,96.498571,47.26,18.825714,6.271429,27.65,9.5,33.1,22.3,4,8
1,757,2004,16,2004-04-15,0.244186,0.195829,0.1747,0.188229,61.8,298.217143,299.65,296.637143,308.4,292.9,54.89,92.32,61.8,18.308571,8.985714,28.033333,10.366667,33.6,21.7,36.9,4
1,758,2004,17,2004-04-22,0.374286,0.3308,0.234033,0.254943,113.62,297.78,298.514286,296.771429,304,293.9,90.3,94.788571,113.62,18.408571,6,28,10.65,34.5,22.5,39.6,6
1,759,2004,18,2004-04-29,0.27884,0.163767,0.191183,0.326629,65.82,297.127143,297.828571,296.708571,303.5,293.6,133.17,97.808571,65.82,18.34,5.028571,27.533333,8.666667,32.9,22.6,148.5,7
1,760,2004,19,2004-05-06,0.157567,0.121543,0.190414,0.122533,83.93,297.798571,299.128571,296.835714,305.9,293.1,56.52,95.115714,83.93,18.511429,8.714286,27.233333,9.933333,33.3,22,97,5
1,761,2004,20,2004-05-13,0.171667,0.152233,0.159833,0.1769,34.81,296.414286,297.214286,295.27,303.4,292.6,45.5,93.897143,34.81,16.778571,5.771429,27.3,8.4,33,19.5,91.8,8
1,762,2004,21,2004-05-20,0.225467,0.18515,0.1942,0.248317,173.45,297.602857,299.178571,295.82,308.2,292,83,91.627143,173.45,17.401429,9.1,26.65,7.4,34.2,22.5,296.9,6
1,763,2004,22,2004-05-27,0.190314,0.077843,0.193171,0.102329,35.43,297.305714,298.328571,295.958571,306.4,291.7,42.6,93.575714,35.43,17.5,9.628571,27.185783,8.059328,33.3,20.5,28.2,5
1,764,2004,23,2004-06-03,0.1073,0.117067,0.196786,0.110614,88.62,296.767143,297.821429,295.697143,304.1,292.8,36.63,94.692857,88.62,17.212857,8.185714,27.5,9.5,32.8,19.8,203,6
1,765,2004,24,2004-06-10,0.237843,0.235083,0.166957,0.211971,85.28,295.574286,296.25,294.99,300,293,51.89,96.875714,85.28,16.42,5.042857,26.8,8.566667,32,20.9,87.9,6
1,766,2004,25,2004-06-17,0.332957,0.191,0.234043,0.325514,94.52,296.204286,297.321429,294.705714,306,292.1,24.5,92.371429,94.52,16.138571,7.785714,25.9,8.4,33.3,21.5,43.2,13
1,767,2004,26,2004-06-24,0.239233,0.153543,0.132829,0.197043,32.95,295.634286,296.814286,293.86,304.2,289.8,25.9,90.447143,32.95,15.312857,8.4,25.075,9.075,32.1,18.6,98.5,2
1,768,2004,27,2004-07-01,0.257214,0.324929,0.1978,0.196757,46.39,296.151429,297.585714,295.041429,304.4,291.8,50.7,94.668571,46.39,16.514286,8.457143,25.9,8.15,30.9,21.1,170.1,10
1,769,2004,28,2004-07-08,0.317557,0.301386,0.279371,0.335543,83.94,296.617143,298.085714,294.814286,305.1,291.8,18.67,90.905714,83.94,16.252857,9.485714,26.55,8.85,32,21.8,43.2,3
1,770,2004,29,2004-07-15,0.232829,0.273767,0.2338,0.153243,48.09,297.501429,298.935714,294.358571,306.9,291.4,24.76,85.158571,48.09,15.86,11.214286,26.8,11.7,33.1,20.5,31,12
1,771,2004,30,2004-07-22,0.267943,0.2995,0.2177,0.284986,53.78,296.812857,298.114286,294.997143,304.4,291.8,25.42,90.928571,53.78,16.48,10.2,26.3,8.8,32.1,21.9,103.1,7
1,772,2004,31,2004-07-29,0.2089,0.1555,0.2203,0.254257,85.96,296.017143,297.292857,294.471429,306.1,291.7,27.62,92.527143,85.96,15.975714,8.842857,27.185783,8.059328,32.9,19.4,6,6
1,773,2004,32,2004-08-05,0.2489,0.265957,0.218529,0.237557,29.82,297.517143,298.964286,293.144286,307.4,291,3.9,79.718571,29.82,14.694286,12.157143,27.185783,8.059328,34,18.3,55.1,5
1,774,2004,33,2004-08-12,0.191071,0.227,0.168529,0.2957,18.44,296.53,297.635714,292.222857,307.2,288.1,4.1,79.235714,18.44,13.824286,12.185714,27.185783,8.059328,31.3,20,0.5,6
1,775,2004,34,2004-08-19,0.393129,0.328643,0.276771,0.388514,23.78,297.82,299.985714,293.421429,308.3,290.2,7.9,78.481429,23.78,14.961429,14.285714,27.185783,8.059328,32.452437,21.7,0.5,6
1,776,2004,35,2004-08-26,0.3113,0.260929,0.233014,0.299786,42.86,298.142857,299.807143,294.567143,310.1,291.1,23.2,83.172857,42.86,16.077143,12.528571,27.185783,8.059328,32.8,20.4,0,6
1,777,2004,36,2004-09-02,0.334357,0.372029,0.342014,0.284586,147.32,297.771429,299.378571,294.988571,307.8,291.7,41.89,86.54,147.32,16.484286,11.128571,27.1,9.8,32,20.9,195.1,8
1,778,2004,37,2004-09-09,0.130267,0.15128,0.110814,0.117486,46.58,298.457143,300.514286,296.115714,308.2,294.7,35.7,88.742857,46.58,17.67,10.285714,27.4,8.7,34.3,23,23.2,6
1,779,2004,38,2004-09-16,0.268071,0.210229,0.227343,0.32515,36.64,297.721429,299.064286,295.88,308.9,293.3,59.5,91.2,36.64,17.44,8.928571,27.166667,9.5,33,20.4,87.3,9
1,780,2004,39,2004-09-23,0.391533,0.320729,0.159586,0.332529,48.68,298.628571,299.971429,294.382857,309.8,292.4,6.9,79.557143,48.68,15.901429,13.2,28,13.5,34.7,18.8,20.1,12
1,781,2004,40,2004-09-30,0.275457,0.2193,0.261257,0.328386,85.69,299.17,300.914286,296.115714,310.6,293.8,70.02,84.807143,85.69,17.711429,11.657143,28.65,13.1,35.5,21.8,40.1,19
1,782,2004,41,2004-10-07,0.261471,0.186243,0.305729,0.257743,52.27,297.568571,298.742857,295.314286,305.5,292.7,39.9,88.825714,52.27,16.824286,8.828571,26.975,10.875,33,20.6,27.9,8
1,783,2004,42,2004-10-14,0.352329,0.284171,0.376414,0.355343,65.25,298.057143,299.264286,296.867143,307.2,293.3,51.6,94.16,65.25,18.547143,8.357143,28.55,11.3,34.5,21.4,120.6,16
1,784,2004,43,2004-10-21,0.253843,0.199667,0.303686,0.223557,35.61,299.428571,300.921429,296.295714,309.6,292.8,23.1,85.065714,35.61,17.901429,13.157143,27.7,9.55,35.6,22.4,13,21
1,785,2004,44,2004-10-28,0.295329,0.231229,0.2604,0.319771,74.01,298.441429,299.942857,295.907143,312.3,292.2,48.5,87.87,74.01,17.537143,12.314286,27.4,10,35.8,21.3,89.9,6
1,786,2004,45,2004-11-04,0.414886,0.324557,0.272743,0.365671,91.63,299.504286,300.785714,296.178571,309.2,294.3,67,84.827143,91.63,17.805714,10.657143,28.35,12.35,34.9,21.8,101.4,22
1,787,2004,46,2004-11-11,0.346686,0.315414,0.270857,0.3742,74.68,297.168571,297.707143,296.484286,304.2,292.4,53.9,96.354286,74.68,18.121429,5.928571,27.2,8.9,33.7,22.4,184.2,37
1,788,2004,47,2004-11-18,0.227871,0.1945,0.190914,0.209557,74.08,299.418571,301.235714,296.097143,309.3,293.6,26.8,84.611429,74.08,17.738571,11.642857,28.25,11,35.8,22.5,107.4,33
1,789,2004,48,2004-11-25,0.215317,0.167286,0.202629,0.219129,71.98,297.958571,299.2,297.02,306.1,293.6,56.8,95.251429,71.98,18.714286,7.914286,28,10.36,35.3,22.6,77,18
1,790,2004,49,2004-12-02,0.201943,0.159367,0.159043,0.241086,53.01,299.177143,300.378571,296.44,309.5,293.3,36.83,87.13,53.01,18.11,10.957143,27.9,11,34.1,22.4,64,83
1,791,2004,50,2004-12-09,0.323429,0.309514,0.275829,0.3359,70.04,297.787143,298.835714,296.574286,305.8,294.5,91,93.938571,70.04,18.207143,6.5,27.185783,8.059328,32.452437,22.10215,9.9,116
1,792,2004,51,2004-12-16,0.261143,0.203314,0.243743,0.236357,49.56,298.701429,300.035714,296.385714,308.5,293.8,38,88.78,49.56,18.04,10.214286,28.375,9.65,34,22.6,128.3,32
1,793,2004,52,2004-12-23,0.364862,0.3266,0.403112,0.3162,109.83,298.404286,299.657143,297.122857,306.3,294.8,29.79,93.252857,109.83,18.855714,8.228571,27.8,8.5,33.3,22.6,100.8,7
1,847,2005,53,2005-01-01,0.142294,0.130553,0.203783,0.202305,45.760388,298.701852,299.225578,295.246356,303.427109,295.719156,40.151819,82.161959,45.760388,16.746427,4.903754,27.185783,8.059328,32.452437,22.10215,39.32636,9
1,795,2005,1,2005-01-08,0.314843,0.186629,0.3033,0.2704,70.6,298.162857,300.007143,296.712857,307.9,293.5,61.61,93.005714,70.6,18.37,9.757143,28.5,9.1,33.2,23,74.9,10
1,796,2005,2,2005-01-15,0.304414,0.361257,0.3126,0.315629,93.73,297.662857,298.842857,296.727143,307.6,291.6,96.21,95.53,93.73,18.408571,7.228571,28.4,10.4,34.2,22.5,232.1,5
1,797,2005,3,2005-01-22,0.345933,0.3118,0.291,0.337971,60.52,300.068571,301.564286,296.58,308.7,295,26.7,83.3,60.52,18.258571,11.357143,28.866667,11.166667,35.5,22.5,194,8
1,798,2005,4,2005-01-29,0.364367,0.277914,0.292557,0.280686,25.67,299.648571,301.107143,296.931429,308.1,294.9,42.24,87.312857,25.67,18.645714,9.985714,28.866667,12.066667,35.1,22.1,0,7
1,799,2005,5,2005-02-05,0.158229,0.16725,0.151814,0.1266,88.96,299.061429,300.828571,296.907143,308.4,295.3,47.3,89.427143,88.96,18.635714,9.342857,28.525,10.725,35.4,22.2,3.8,8
1,800,2005,6,2005-02-12,0.215186,0.172814,0.2623,0.228357,52.61,296.752857,297.692857,295.995714,304.4,294.2,56.8,95.977143,52.61,17.575714,5.185714,27.466667,8.733333,32.8,21.4,70.4,11
1,801,2005,7,2005-02-19,0.1995,0.202457,0.2189,0.180686,125.35,298.027143,299.164286,297.221429,304.6,294.5,189.06,95.748571,125.35,18.947143,6.985714,27.5,9.5,32.3,22.3,350.9,6
1,802,2005,8,2005-02-26,0.2011,0.208143,0.281214,0.2109,46.98,298.295714,299.285714,296.542857,306.5,294.4,39.6,91.577143,46.98,18.201429,7.857143,28.65,10.9,35.2,22.4,84.1,7
1,803,2005,9,2005-03-05,0.293717,0.269617,0.2308,0.2771,54.22,298.158571,299.392857,297.045714,305.9,294.4,44.51,94.401429,54.22,18.731429,8.014286,28.266667,9.2,33.8,23.3,19,7
1,804,2005,10,2005-03-12,0.155843,0.137083,0.241871,0.146429,155.54,297.957143,298.685714,297.528571,304.9,295.6,201.4,97.687143,155.54,19.274286,4.828571,26.8,6.7,34.8,23.4,8.6,14
1,805,2005,11,2005-03-19,0.251517,0.181767,0.154529,0.209957,162.51,297.314286,298.678571,295.85,304.5,291.9,21.7,92.267143,162.51,17.398571,7.814286,28.7,9.85,33.8,22.5,146.1,7
1,806,2005,12,2005-03-26,0.215071,0.2127,0.120929,0.235429,99.37,298.37,299.828571,296.251429,306.6,294.7,32.8,89.82,99.37,17.82,9.342857,27.72,8.96,33.4,22.5,108.8,9
1,807,2005,13,2005-04-02,0.381686,0.368314,0.383771,0.366657,55.12,297.37,298.585714,296.088571,308.6,293,67.5,93.801429,55.12,17.624286,7.628571,28.25,10.85,34.3,20.8,73.9,13
1,808,2005,14,2005-04-09,0.309114,0.217357,0.3001,0.244657,87.41,297.708571,299,296.235714,306.5,292.4,68,92.417143,87.41,17.892857,8.457143,28.1,10.85,33.8,21.6,71.1,16
1,809,2005,15,2005-04-16,0.186933,0.144757,0.195743,0.182429,40.03,297.701429,298.464286,297.202857,304,295,90.2,97.322857,40.03,18.885714,6.414286,27.65,9.35,32.9,22.5,3.6,7
1,810,2005,16,2005-04-23,0.208283,0.164917,0.277667,0.196267,37.6,297.437143,298.192857,296.961429,306.4,294,178.2,97.381429,37.6,18.597143,5.357143,28.85,10.05,34,22.7,105.6,9
1,811,2005,17,2005-04-30,0.2141,0.231533,0.161686,0.201771,78.8,297.927143,298.864286,297.402857,303.9,294.1,54.9,97.162857,78.8,19.152857,6.642857,28.6,9.1,33.8,23.7,14.5,2
1,812,2005,18,2005-05-07,0.146533,0.134583,0.134314,0.188057,33.29,297.33,298.435714,296.575714,304.8,293.3,64.1,95.937143,33.29,18.181429,6.1,25.8,7.5,33.5,21,13,13
1,813,2005,19,2005-05-14,0.248433,0.2341,0.202067,0.193067,49.07,298.684286,299.721429,296.341429,306.7,293.6,54.89,88.294286,49.07,17.94,9.271429,27.9,11.6,34.6,21,28,8
1,814,2005,20,2005-05-21,0.270086,0.173757,0.210457,0.229743,56.22,297.532857,298.342857,296.352857,304.9,293.6,49.1,93.918571,56.22,17.957143,7.542857,27.185783,8.059328,33.2,23.6,95.9,3
1,815,2005,21,2005-05-28,0.311814,0.358543,0.280657,0.247457,43.14,299.005714,300.614286,295.804286,308.1,294,21.1,84.658571,43.14,17.407143,10.942857,27.4,8.7,33.6,22.4,37.9,5
